nomdepto,codigohabilitacion,nombre,nitsnit,direccion,email
La Guajira,4487400971,I.P.S PEQUEÑOS DIAMANTES S.A.S,900782744,CALLE 12 #4-05 BARRIO SAN LUIS,jaimegonzalezpetit@hotmail.com
La Guajira,4487400987,MISALUD IPS SAS,900855556,CRA 20 NO. 14 -32,misaludips@hotmail.com
Magdalena,4703000115,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE ALGARROBO,819003618,CLLE 9 No 8-13,
Magdalena,4703001028,PALMA SALUD,900138309,CARRERA 8 No. 6-42,PALMASALUD@HOTMAIL.COM
Magdalena,4705300246,ESE HOSPITAL LUISA SANTIAGA MARQUEZ IGUARAN,819001712,CARRETERA TRONCAL FRENTE ESTADIO CHELO CASTRO,eseluisasantiaga@hotmail.com
Magdalena,4705300076,MACONSALUD I.P.S. LTDA,819003269,CARRERA 4#6-59,MACONSALUSIPS@HOTMAIL.COM
Magdalena,4705301659,QUIRUTRAUMAS DEL CARIBE S.A.S.,900720497,CALLE 8 N° 4-75 LOCAL 2,quirutraumasdelcaribesas@hotmail.com
Magdalena,4705800023,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL ALEJANDRO MAESTRE SIERRA,819001107,CARRETERA PRINCIPAL SALIDA A PLATO,gerencia@hospitalariguani.gov.co
Magdalena,4705800262,unidad medica ariguani y el magdalena,819005867,CARRERA 4 No 5-171,genaariguani2008@hotmail.com
Magdalena,4716100250,ESE HOSPITAL DE CERRO DE SAN ANTONIO,819001307,Cra 5 No 1A-82,esehospitalcerro@yahoo.es
Magdalena,4716115820,IPS CENTRO DE REHABILITACION INTEGRAL SUPERANDO S.A.S.,900764731,CRA 5 N°1 A - 77,ipscentrosuperando2014@gmail.com
Magdalena,4717000052,E.S.E. HOSPITAL LOCAL DE CHIVOLO,819001269,CALLE 5 No 19-20 barrio el progreso,eselocadechibolo@yahoo.com
Magdalena,4718901663,A&M MEDICAL SERVICES S.A.S,900805379,calle 16 No 10-64,aymmedicalservices@gmail.com
Magdalena,4718915705,ALIGRA I.P.S. S.A.S,900728400,CARRERA 11 #21-39 BARRIO CÓRDOBA,aligraips@gmail.com
Magdalena,4718901102,BIENESTAR IPS S.A.S. CIENAGA,800223206,CL 16 No 10-43,edgardozambranob@cecam-ips.com
Magdalena,4718900923,CENTRO DE ODONTOLOGIA INTEGRAL E.U,900181774,CALLE 10 No. 14 -05,auraamaranto@hotmail.com
Magdalena,4718901311,centro integral de rehabilitacion cienaga ltda,900358882,Cra. 13 No. 8 - 45,cirltda_2010@hotmail.com
Magdalena,4718901973,CENTRO INTEGRAL VITA S.A.S.,900942542,KRA 11A # 7-19,cintegralvita@gmail.com
Magdalena,4718900215,CLINICA GENERAL DE CIENAGA S. A. S.,819000413,CRA 18 B # 18 A - 15,cligencienaga@dialnet.net.co
Magdalena,4718902248,CLINICA PRONTO SOCORRO SAS,900833922,CALLE 12 No. 10B-11 BARRIO CENTRO,yeseniacantillog@gmail.com
Magdalena,4718900188,CORPORACION MI IPS COSTA ATLANTICA,802022145,calle9 numero 13-09,hmvengoecheac@corporacionips.com.co
Magdalena,4718901818,DMM DIPROMEDICAL ANDINA IPS S.AS,900285746,CARRERA 12 NO 15-20,dmmdipromedicalandina@hotmail.com
Magdalena,4718900242,ESE HOSPITAL SAN CRISTOBAL DE CIENAGA,800130625,Calle 5A con Carrera 21,gerencia@esehospitalsancristobalcienaga.gov.co
Magdalena,4718915597,FUNDACION BETSHALOM IPS,819005916,CALLE 7 No. 1B Norte - 22,patriciabetshalomips@hotmail.com
Magdalena,4718900137,FUNDACION POLICLINICA CIENAGA,800201726,CALLE 8 Nº 11 - 39,policlinica_cienaga@hotmail.com
Magdalena,4718901712,FUNDACIÓN PRO MAGDALENA IPS,900146927,calle 8 carrera 10 barrio centenario,gerencia@fundacionpromagdalenaips.com
Magdalena,4718901063,fundacion rehabilitacion integral,900085882,calle 5 No 14-37 - Barrio:,frehabilitacioinintegral@gmail.com
Magdalena,4718901238,FUNDACION ROSSI - FE Y ESPERANZA,900180599,CRA 10B No. 8 - 48 PLAZA DEL CENTENARIO,fundacionrossi@hotmail.com
Magdalena,4718901399,I.P.S. MANAED S.A.S,900428864,CALLE 7 CARRERA 11 ESQUINA,edgaran1966@hotmail.com
Magdalena,4718915829,IPS ASESORIAS HORIZONTES DEL NORTE SAS,900221747,CARRERA 8 No 9-68,asesorizonte@hotmail.com
Magdalena,4718901698,IPS CENTRO TERAPEUTICO Lola Vargas S.A.S.,900856989,Calle 6 11 48,blado11@hotmail.com
Magdalena,4718901169,LABORATORIO CLINICO MARTINEZ CIENAGA,900227844,CALE 15 # 12-02,labpat50@hotmail.com
Magdalena,4718915271,mvc inversiones,900477943,CALLE 26 #18B-70,CASALUD.I.P.S@HOTMAIL.COM
Magdalena,4718902208,NOVA I.P.S. S.A.S,901072836,CALLE 14 # 10 - 97 BARRIO CENTRO,nayaha_105@hotmail.com
Magdalena,4718901772,POLIFRACTURAS CIENAGA I.P.S S.A.S,900873344,CARRERA 21 No 21-24,POLIFRACTURASCIENAGA@HOTMAIL.COM
Magdalena,4718902188,PORTUSALUD & PREVENCION IPS CIENAGA,900879843,CALLE 16 # 19-20 Barrio la Guajira,portusaludyprevencionmagdalena@gmail.com
Magdalena,4718900879,SALUD TOTAL EPS-S S.A.,800130907,CALLE 16 N 12- 05,osvaldodg2@saludtotal.com.co
Magdalena,4718901630,UNIDAD DE SERVICIOS DE SALUD ESTRATEGICOS RELACIONADOS USSER SAS,900506751,CALLE 9 No 7-10,felixivanjf@hotmail.com
Magdalena,4718915485,Viva 1A IPS SA,900219120,CALLE 16 No 10-98,lalvarez@viva1a.com.co;mcorrea@viva1a.com.co
Magdalena,4720500061,ESE HOSPITAL LOCAL DE CONCORDIA,819003462,Calle 5A No 5-20,ese_hlc@hotmail.com
Magdalena,4724501793,CENTRO CARDIOLOGICO LOS SURES S.A.S,900885385,CALLE 5 CARRERA 3-57,nelaperalta@hotmail.com
Magdalena,4724502174,CENTRO DE ESPECIALISTAS LA CANDELARIA,901079764,CALLE 4 No 5-34 BARRIO CHAPINERO,gerente.cencasas@gmail.com
Magdalena,4724500090,Clínica La Esperanza IPS Ltda.,819004276,Calle 4 No. 8-32,esperanzaelbanco@gmail.com
Magdalena,4724515589,CUIDADOS NEONATALES S.A.S,900609215,CL 7 - 17 - 5 SEC CENTRO,UCICUIDADOSNEONATALES@GMAIL.COM
Magdalena,4724500249,EMPRESA SOCIAL DEL ESTADO HOSPITAL LA CANDELARIA,800154347,CALLE 7 ENTRE KRAS 17B Y 18,hospitallacandelaria@gmail.com
Magdalena,4724502129,HOME CARE SAN FRANCISCO IPS SAS,901025888,CALLE 8 No11-03,ipssanfranciscohc@gmail.com
Magdalena,4724515514,IPS SU SALUD NACE AQUI SAS (IPS SUSANA SAS),900537316,calle 7 8-50,cabeto772003@yahoo.com.mx
Magdalena,4724515712,MEDDYZ DEL NORTE IPS SAS,900558281,Calle 3 carrera 4-23,meddyzdelnorte@yahoo.es
Magdalena,4724515559,OPTICA CRISTAL EL BANCO S.A.S,900562671,CALLE 7 55 LOCAL 1,opticacristal3@gmail.com
Magdalena,4724500605,PREVENCION Y SALUD IPS LIMITADA,819003863,Calle 7 No 17-05,clinicaprevisalud@yahoo.com
Magdalena,4724515640,SALUVID I.P.S S.A.S,900711514,Calle 7 Nº 8-34,saluvid1@gmail.com
Magdalena,4724500007,SAMUEL VILLANUEVA VALEST EMPRESA SOCIAL DEL ESTADO,819004280,CL 7 # 7 - 39,cssamuelv@yahoo.es
Magdalena,4724502036,SERVICIO ESPECIALIZADO EN MEDICINA DOMICILIARIA,900984945,CRA 9 # 5-01 LOCAL 1,info@semd.com.co
Magdalena,4724501942,SU SALUD PROFESIONALES MEDICOS A SU SERVICIO IPS SAS,900912337,Calle 7 # 8 - 06,susaludips@outlook.es
Magdalena,4724515164,UNIDAD TERAPEUTICA Y REHABILITACION INTEGRAL EN SALUD IPS SAS,900496747,CARRERA 3 No 3-10,unitersalud@gmail.com
Magdalena,4725800985,DE LA HOZ OROZCO LTDA ASISTENCIA MEDICA,900153631,CALLE 12 NO-2-29,delahozorozcoltda@hotmail.com
Magdalena,4725800059,ESE HOSPITAL SAN PEDRO DE EL PIÑON,819001312,CALLE 13 No 3 - 27,esehospital@hotmail.com
Magdalena,4726800247,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE EL RETEN,819001796,CALLE 4 CARRERA 6 ESQUINA,rociolaramier@hotmail.com
Magdalena,4728800739,CENTRAL DE URGENCIAS UCYF S.A,900105612,CL 8 Nº 8 - 10,ucyfltda@hotmail.com
Magdalena,4728801278,centro de atencion integral especializado huellas ltda,900323217,Carrera 6 No. 11-99 ESQUINA,huellas.2010@hotmail.com
Magdalena,4728801699,CENTRO ESPECIALIZADO EN PEDIATRÍA IPS S.A.S.,900851123,KRA 9 # 7 - 36 CENTRO,zomaca29@hotmail.com
Magdalena,4728815172,CENTRO INTEGRAL DE SALUD DEL CARIBE S.A.S,900530452,calle 9 No 5-09,cisarehabilitacion@hotmail.com
Magdalena,4728801511,CLINICA FUNDACION-IPS-SAS,900517542,CALLE 8 No 8-121,tomypimienta@hotmail.com
Magdalena,4728800908,CLINICA SONREIR E.U,900178665,CRA 9 No 7-20,sonreireu@hotmail.com
Magdalena,4728815436,CLINITRAUMA FUNDACION SAS,900534453,CLLE 7 No. 8-109,clinitraumafundacion@hotmail.com
Magdalena,4728801635,CONTINENTAL CLINIC LTDA,900318366,calle 7 N 8 - 90,continentalclinic@hotmail.com
Magdalena,4728801134,DIAGNOSTICAR MILLAN LTDA,900206529,CARRERA 9 N° 8-34,diagnosticarmillanltda@hotmail.com
Magdalena,4728801928,DIGIMAX FUNDACION S.A.S.,900805600,calle 6 No. 7 A 31 LOCAL 1,jhmaxilo@gmail.com
Magdalena,4728800091,E.S.E. HOSPITAL SAN RAFAEL,891780008,CALLE 16 Nº 5A - 46,esesanrafael@yahoo.com
Magdalena,4728800045,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD PAZ DEL RIO,819002551,CL 3 14 - 35,esepazdelrio@yahoo.es
Magdalena,4728800187,GONAWINDUA ETTE ENNAKA IPS INDIGENA,819003539,KANKAWARWA RESGUARDO ARHUACO DE LA SIERRA,leyuman@gmail.com
Magdalena,4728815191,IPS SERVIODONTOLOGOS FUNDACION LTDA.,900263785,Carrera 9 N° 8-28,serviodontologos-ltda@hotmail.com
Magdalena,4728800941,LABORATORIO CLINICO DRA YASMIN MOVILLA PARDO E. U.,819005697,Cra 9 No 7-12,yasminmovilla@hotmail.com
Magdalena,4728815611,ODONTOPLUS IPS SAS,900548860,CRA9 CALLE 9-2,odontoplus7@hotmail.com
Magdalena,4728802130,RED MED RED MEDICA ESPECIALIZADA DE COLOMBIA S.A.S,900963126,Calle 8 No 9-22 Barrio Centro,redmedmagdalena@gmail.com
Magdalena,4728801292,rehabilitar de la costa i.p.s. ltda,900342308,Calle 11 No. 7B -19 Barrio San Nicolas,rehabilitardelacosta@yahoo.es
Magdalena,4728815773,SALUD INTEGRAL IPS,900746492,calle 6 no 7a -69,magda-alarcon@hotmail.com
Magdalena,4774500253,E.S.E. HOSPITAL LOCAL DE SITIO NUEVO,819001363,CALLE 2 Nº 8-20,
Magdalena,4728815903,SAN RAFAEL IPS SERVICIOS MEDICOS ESPECIALIZADOS S.A.S,900748307,CALLE 7 No 6-25,lbeltranm.29@hotmail.com
Magdalena,4728801838,SANASALUD I.P.S S.A.S,900217463,CALLE 7 No. 9-30,sanasaludips@gmail.com
Magdalena,4728801422,SANTA MONICA DE FUNDACION I.P.S S.A.S,900433239,CALLE 5 No. 7A-27,santamonicaips@hotmail.com
Magdalena,4728801195,SOCIEDAD INTEGRAL DE ESPECIALISTAS SANTA TERESA SAS,900187288,cra 7 N11.78,contabilidadsantateresasas@gmail.com
Magdalena,4728800041,SOCIEDAD MEDICA EL AMPARO S.A.S,800190798,CARRERA 8 Nº 15-90,clinicaelamparo@hotmail.com
Magdalena,4728815621,TRAUMACENTER FUNDACION S.A.S,900703483,CARRERA 9 No 5-21 BARRIO CENTRO,traumacenterfundacion@hotmail.com
Magdalena,4728815241,UNIDAD MEDICA DE LA COSTA S.A.S,900515333,CARRERA 9 nO 5-72,nppizarro@hotmail.com
Magdalena,4731815226,calidad de vida I.P.S.,900553753,CR4a Cl 3-27,drruiz07@hotmail.com
Magdalena,4731800245,EMPRESA SOCIAL DEL ESTADO HOSPITAL NUESTRA SEÑORA DEL CARMEN,819002534,CALLE 10 CARRERA 5 ESQUINA,m.chaves02@hotmail.com
Magdalena,4731801415,institución prestadora de salud IPS BIO E&C S.A.S,900417645,Kra: 5 # 6 - 103,eduarjo1981@hotmail.com
Magdalena,4746000051,ESE HOSPITAL LOCAL DE NUEVA GRANADA,819004318,CL 9 N0. 8-15,esehospitalnuevagranada@hotmail.com
Magdalena,4754100085,HOSPITAL DE PEDRAZA E.S.E.,819001345,Calle 3 Cra 6 Esquina,hospitalsanpablodepedraza@hotmail.com
Magdalena,4754500046,ESE HOSPITAL LOCAL PIJIÑO DEL CARMEN,819001274,Kra 5 No. 7A 119,esepijino@hotmail.com
Magdalena,4755100064,E.S.E HOSPITAL SANTANDER HERRERA DE PIVIJAY,819002025,CALLE 14 No.12-46,gerencia@esehsh.gov.co
Magdalena,4755101794,IPS FATHIMAP S.A.S,900897206,CALLE 17 N° 11.04,ipsfathimap@gmail.com
Magdalena,4755115894,IPS RESTAURANDO UN MUNDO MEJOR S.A.S,900789314,calle 13 No. 19-39 barrio las mercedes,katyguz40@gmail.com
Magdalena,4755101932,IPS SALUDABLE MEDICA S.A.S,900961875,CALLE 9 No 11-71,ramirocampoco10@hotmail.com
Magdalena,4755101523,SUDSALUD S.A.S,900459529,calle 11 #18-04,reypivi@hotmail.com
Magdalena,4755501682,CENTRO MEDICO DIAGNOSTICO SANTA LAURA,900835804,CALLE 6 14 Y 15,cmsantalauraplato@gmail.com
Magdalena,4755515116,CLINICA DE ESPECIALIDADES MEDICAS Y ODONTOLOGICAS DEL CARIBE S.A.S MEDIDENT,900079913,CRA 16 N 14 44 LOCAL 106,medidentespecialistas@yahoo.es
Magdalena,4755500167,CLINICA REGIONAL INMACULADA CONCEPCION,819001895,CL 3 CA 12-60,CLINICAINMACULADA@YAHOO.ES
Magdalena,4755500106,EMPRESA SOCIAL DEL ESTADO HOSPITAL FRAY LUIS DE LEON,819001483,VIA 14 CARRETERA DE LOSCONTENEDORES,gerencia@hospitalfrayluis.gov.co
Magdalena,4755500266,ESE HOSPITAL 7 DE AGOSTO,819002363,CARRERA 23 CALLE 14 ESQUINA,esehospital7plato@hotmail.com
Magdalena,4755501200,I .P.S. MI SALUD PLATO LTDA,900276197,CALLE 5 N° 15-105 BARRIO CENTRO,misaludplata@hotmail.com
Magdalena,4755515854,IPS CENTRO INTEGRAL DE NEURODESARROLLO Y REHABILITACION SAS,900778811,CALLE 3 No 13-05,centyr@hotmail.com
Meta,5071101342,Llano Salud del Meta SAS,900451858,Calle 8 No 10-37,llanosalud2011@gmail.com
Magdalena,4755500078,LABORATORIO CLINICO TOVAR SALAZAR E.U,830507090,CALLE 7 No 13-21,tovarsalazarlab@hotmail.com
Magdalena,4755501629,LIFE NUEVA I.P.S SAS,900827947,Calle 4 No. 5 - 120 Barrio Centro,nana_gil76@hotmail.com
Magdalena,4755500065,salud medica ips sas,819004754,CARRERA 14 No 8-62,salud-medica@hotmail.com
Magdalena,4755501291,SANASALUD SERVICIOS MEDICOS LTDA,900347533,calle 11 No 16 A -25 BARRIO EL CARMEN,sanasaludserviciosmedicosltda@gmail.com
Magdalena,4755515490,UNIDAD INTEGRAL DE SALUD OCUPACIONAL,900647132,CALLE 3 14 - 88,ncristinagomez@hotmail.com
Magdalena,4757000244,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL SAN JOSE,819001309,TRONCAL DEL CARIBE VIA CIENAGA - BARRANQUILLA,esehospitallocalpviejo@yahoo.es
Magdalena,4757002345,SOLUCMEDICS,901083309,CARRERA 4 B No6-36,solucmedics@hotmail.com
Magdalena,4760500075,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE REMOLINO,819001235,CL 9 KR 2 ESQ,hospitallocalderemolino@gmail.com
Magdalena,4766000050,ESE HOSPITAL LOCAL SABANAS DE SAN ANGEL,819003599,Calle Principal frente al parque,esesabanas@yahoo.es
Magdalena,4766001996,taakwatungua ipsi s.a.s,900604629,CARRERA 4 CALLE 10 No 10-05 LOS NOGALES,taakwatunguaipsi@hotmail.com
Magdalena,4767500060,ESE HOSPITAL LOCAL DE SALAMINA,819001352,CALLE 5a. No. 7-13 BARRIO ARRIBA,esehospitalsalamina@hotmail.com
Magdalena,4767501223,SERVICIOS INTEGRALES DE SALUD DEL MAGDALENA SAS,900018045,CALLE 5 N 4 Y 5,serviciosintegrales_saludmagdale@yahoo.com
Magdalena,4769200747,APROSALUD LTDA,806000070,CL 19 No.1-36,
Magdalena,4769201888,CENTRO MEDICO INTEGRAL TRANSFORMANDO VIDAS IPS SAS,900920176,CALLE 5 N° 10 - 05,jachomir@hotmail.com
Magdalena,4769200056,EMPRESA SOCIAL DEL ESTADO HOSPITAL RAFAEL PABA MANJARREZ,819000736,CALLE 7 Nº 2-108,hospitalrapama@hotmail.com
Magdalena,4770300103,ESE HOSPITAL LOCAL SAN ZENON,819001273,Calle Principal,hptsanzenon@yahoo.es
Magdalena,4770702312,ACOCAS SAS,900512897,CARRERA 8 CALLE 15 BARRIO BELLAVISTA,gcqf@gmail.com
Magdalena,4770700019,E.S.E. HOSPITAL NUESTRA SEÑORA SANTA ANA,819000626,CARRERA 6 Nº 1A - 14,esesantana47@hotmail.con
Magdalena,4770700851,UNIDAD MEDICA SANTA ANA PREVISALUD LTDA,900136928,,umprevisalud@yahoo.es
Magdalena,4772000104,EMRESA SOCIAL DEL ESTADO HOSPITAL LOCAL SANTA Bárbara DE PINTO,819004347,CRA 6 No 2A- 08,esepinto@hotmail.com
Magdalena,4700101044,ADMDATA S.A.S,900449203,Carrera 22 No. 16 - 37,gerencia@admdata.co
Magdalena,4700101161,AMVIF ASISTENCIA MEDICA VITAL EN FAMILIA IPS S.A.S. SANTA MARTA,900594442,CRA 12 No. 21 - 35,amvifips@gmail.com
Magdalena,4700100931,ASISTENCIA INTEGRAL EN MEDICINA DEL TRABAJO Y SALUD OCUPACIONAL LTDA,900260832,CALLE 21 No. 14-33 BARRIO ALCAZARES,aisomltda@hotmail.com
Magdalena,4700101208,ASISTENCIA MEDICA DOMICILIARIA SU SALUD EN CASA STA MTA LTDA,900576594,Carrera 21 A# 15 - 75 Barrio Jardin,susaludencasaips@yahoo.com.co
Magdalena,4700101107,ASISTENCIA MEDICA INMEDIATA SERVICIO DE AMBULANCIA PREPAGADA S.A,802002279,calle 22 numero 19 C-08,nguerrero@ami-sap.com
Magdalena,4700100792,ASISTENCIA MEDICA SAS SERVICIO DE AMBULANCIA PREPAGADO,804007617,Avenida Libertador Nº 16D-21,mjsuarez@amesalud.com
Magdalena,4700100981,ASISTENCIAS INTEGRALES DE LA COSTA IPS,900294588,CALLE 21 Nº 17A 56,aincostaips@hotmail.com
Magdalena,4700100308,ASOCIACION PRO-BIENESTAR DE LA FAMILIA COLOMBIANA PROFAMILIA,860013779,Calle 21 N°6-14,mroyo@profamilia.org.co
Magdalena,4700101234,ATENCION INTEGRAL EN SALUD MENTAL IPS SAS,900809545,CARRERA 17 B N° 17A-08,aismenips@hotmail.com
Magdalena,4700100923,AUDIOCOM SAS.,814003448,Calle 20 No. 11-75 Local 4 Centro Comercial Santa Marta Acuarium,administracion@audiocom.com.co; servicio@audiocom.com.co
Magdalena,4700100601,BIENESTAR IPS S.A.S,800223206,Avenida El Libertador Nº 20 - 99,edgardozambranob@cecam-ips.com
Magdalena,4700101288,BIENESTAR MENTAL DEL CARIBE S.A.S.,900869058,CALLE 18 # 20-54 ASESORIA 1 Y 2,guidonb@hotmail.com
Magdalena,4700100796,BOQUITA Ltda.,900099152,Calle 22 # 18-08,gerencia@clinicaboquita.com
Magdalena,4700101422,BOSTON MEDICAL GROUP DE COLOMBIA SAS,900291373,AVENIDA DEL FERROCARRIL No. 29 200 Consultorio 405,jsaffon@bostonmedical.com.co
Magdalena,4700101019,C&C COMPANY LTDA,900189180,CALLE 20 NRO 12 - 12 CS 2A,cyccompany@gmail.com
Magdalena,4700101401,CAMINO A LA VIDA C.A.D. I.P.S. S.A.S.,901043659,"CALLE 20 No. 11 - 17, BARRIO TERRITORIAL",rogervesga@hotmail.com
Magdalena,4700112115,CARDIOLOGIA PEDIATRICA INTEGRAL Y PEDIATRIA S.A.S. CARDIOPED,900870878,AV LIBERTADOR Nº 24-59 CC ACUARELA LOCAL 2,cardiopedsas@gmail.com
Magdalena,4700100480,CARDIOSALUD S.A.S,819005439,CALLE 22 CRA 19 ESQUINA CLINICA MARCARIBE,cardiosaludltda@hotmail.com
Magdalena,4700100041,CARDIOSTRESS LTDA,819001505,CALLE 21 # 13A-80 Barrio Alcazares,cardiostress_ltda@hotmail.com
Magdalena,4700100825,Caribbean Orthodontics And Dental Specialities Ltda. CODES CARIBBEAN,900175569,Calle 23 Nº 6-18 2do Piso,somecaltda@yahoo.com
Magdalena,4700101277,CENIC S.A.S,900280908,CARRERA 22 Nº 15 - 82,cenicsantamarta@hotmail.com
Magdalena,4700101269,CENTRO AMBULATORIO DE REHABILITACION INTEGRAL DEL CARIBE S.A.S.,900852997,CARRERA 5TA N°26-53 LOS ANGELES,Cearicsantamarta@gmail.com
Magdalena,4700100293,CENTRO CANCEROLOGICO DEL CARIBE LTDA. CECAC,802010614,CALLE 25 # 15-43,cecacltda@hotmail.com
Magdalena,4700100203,CENTRO CARDIOVASCULAR DEL MAGDALENA S.A.,819000134,CALLE 25 No 4-140,contabilidad@cencardelmagdalena.com
Magdalena,4700100255,CENTRO DE CIRUGIA OCULAR LTDA,891702882,AV.LIBERTADOR NO 19A-65,
Magdalena,4700101281,CENTRO DE DIAGNOSTICO E IMAGENES BAHIA S.A.S,900827065,KARRERA 19 # 28 C - 25 int 1,imagenes.bahia@gmail.com
Magdalena,4700101175,CENTRO DE DIAGNOSTICO Y REHABILITACION IPS LTDA SANTA MARTA,802024990,Av. libertador No. 20-99,cdrehabilitacion@gmail.com
Magdalena,4700101098,CENTRO DE ESTIMULACION REHABILITACION Y APRENDIZAJE SONRISA DE ESPERANZA S.A.S,900355554,Cra 12 No. 26-28,MVALE2007@HOTMAIL.COM
Magdalena,4700100017,centro de fisioterapia y rehabilitacion integral ltda,819003473,calle 22 No 13 - 72 .cons 101 102 107,centrodefisioterapia101@hotmail.com
Magdalena,4700100474,CENTRO DE IMÁGENES DIAGNOSTICAS SANTA MARTA S.A.S,819002228,CALLE 21 NO 18A-103 1ER PISO CLINICA MAR CARIBE,gerenciacimagenes@yahoo.com
Magdalena,4700100968,CENTRO DE OFTALMOLOGIA INTEGRAL - COFIN S.A.S.,900346580,Avenida Libertador No. 26-86,cofinsantamarta@gmail.com
Magdalena,4700101296,CENTRO DE PROCEDIMIENTOS BASICOS EN ENFERMERIA Y HOSPITALIZACION DOMICILIARIA S.A.S.,900845749,CALLE 30 #5-70,beltran1021@hotmail.com
Magdalena,4700101001,CENTRO DE RECONOCIMIENTO DE CONDUCTORES CRC TAYRONA,900413111,calle 18 2-48 CENTRO,crctayrona@hotmail.com
Magdalena,4700101240,CENTRO DE REHABILITACION FISIOMAG S.A.S.,900800287,CARRERA 16 N° 24-26 ALCAZAREZ,ep2122@hotmail.com
Magdalena,4700101117,centro de rehabilitacion solidaridad social ips sas,900348884,CALLE 17 A # 9-80,solidaridadsocialips@hotmail.com
Magdalena,4700101182,CENTRO DE REHABILITACION Y TRATAMIENTO DEL DOLOR KINESIS SAS,900735729,CRA 24 17-10,gerenciakinesis@hotmail.com
Magdalena,4700101379,CENTRO DE SONRISAS IPS S.A.S.,901022219,"CALLE 6 No. 12 - 30, GAIRA",rogervesga@hotmail.com
Magdalena,4700101156,CENTRO INTEGRAL AMBULATORIO DEL CARIBE SAS,900672191,Avenida del libertador N° 20-99 Urbanizacion Guido,centroambulatoriodelcaribe@hotmail.com
Magdalena,4700101303,CENTRO INTEGRAL DE SALUD SAN GABRIEL IPS SANTA MARTA,900849720,AV. LIBERTADOR N° 30-380,ci.sangabrielips@gmail.com
Magdalena,4700101279,CENTRO MEDICO VIDA NATURAL,900833990,CALLE 22 N 19-52,yeimmychaux@gmail.com
Magdalena,4700101154,CENTRO MEDICO Y DE REHABILITACIÓN BAHIA S.A.S.,900657731,AVENIDA EL LIBERTADOR Nº 18-37,cmrbahia.cservicios@gmail.com
Magdalena,4700101031,Centro Medico y Drogueria Carpri S.A.S,900443884,Carrera 8 N 10-35,centromedicoydrogueriacaprisas@hotmail.com
Magdalena,4700101364,CENTRO NEUROLOGICO INFANTIL DE LA COSTA,900957262,CALLE 22-No 18 a -67,verenasanchez@hotmail.com
Magdalena,4700100970,Centro Odontologico Oral Stetic E.U.,900346943,Calle 23 # 14 - 17 Centro Medico Los Alcazarez Oficina 203,madecarmefer@hotmail.com
Magdalena,4700100868,CENTRO OPTICO DE LA COSTA SAS,890110934,AVENIDA LIBERTADOR No.26-208. LOCAL 19 Y 20. C.C. PORTAL LIBERTADOR,sara.ortega@centroptico.com
Magdalena,4700101395,CENTROMEDICOSANJUANBAUTISTALTDAIPS,806015120,CRA 51 N 7 B - 25 Barrio Luis R calvo,cmsanjuanbautista@hotmail.com
Magdalena,4700101078,CENTROS HOSPITALARIOS DEL CARIBE S.A.S.,900520510,CALLE 22 #15-34 ALCAZARES,chcsantamarta@hotmail.com
Magdalena,4700101148,CEPRECUT S.AS,900524250,CALLE 12 N° 26B-75 LC 203,ceprecut@gmail.com
Magdalena,4700100090,citopat de la costa ltda,819001980,Calle 23 N. 14 - 17 Consultorio 210,citopat58@hotmail.com
Magdalena,4700100892,CLINIC SMILE S.A.,900262420,Av. Libertador #19A-57,clinicsmile@hotmail.com
Magdalena,4700100813,CLINICA BENEDICTO S.A,900099151,Calle 23 No.14-46,benedicto.calidad1a@hotmail.com
Magdalena,4700101388,Clinica Colsanitas S.A.,800149384,CALLE 22 No. 20A-66 PISO 2,amrodriguez@colsanitas.com
Magdalena,4700100994,CLINICA DE ENFERMEDADES DIGESTIVAS SAS,900361147,Carrera 4 No. 26A-71 Segundo piso (Fundacion Cardiovascular),clinicadenfermedadesdigestivas@gmail.com
Magdalena,4700101122,CLINICA DE FRACTURAS TAYRONA IPS SAS,900553752,CALLE 18B N° 24 - 14 BARRIO LIBERTADOR,clinicadefracturastayronaips@hotmail.com
Magdalena,4700100406,CLINICA DE LA MUJER S.A.,819000364,CALLE 22 No. 21-16,gerencia@clinicadelamujersa.com.co
Magdalena,4700101236,CLINICA DE REHABILITACION NUEVOS AMANECERES DE SUCRE,823004271,CALLE 24A No. 2 - 76,nuevoamanecer@hotmail.com
Magdalena,4700100435,CLINICA LA MILAGROSA S.A.,800067515,CALLE 22 No. 13A-09,lamilagrosa@dialnet.net.com
Magdalena,4700101215,CLINICA MEDICAL DEL CARIBE S.A.S,900773114,CALLE 22 No : 19 b 50 barrio los naranjos,roicer01197801@hotmail.com;ipsmedicalburitaca@hotmail.com
Magdalena,4700101055,"clinica para trastornos del aprendizaje,estimulacion cognitiva y rehabilitacion neuropsicologica",900459834,CARRERA 18 N° 20 - 40,cta.neurorehabilitacion@gmail.com/cta.coordinacion@gmail.com
Magdalena,4700101187,clinicas odontologicas cleardent,900740437,Av libertador 16 d 47,clinicascleardent@hotmail.com
